Series Name,Series Code,Country Name,Country Code,2010 [YR2010]
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Rwanda,RWA,31.617639541626
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Samoa,WSM,87.6622695922852
"School enrollment, secondary (% gross)",SE.SEC.ENRR,San Marino,SMR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sao Tome and Principe,STP,51.768871307373
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Saudi Arabia,SAU,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Senegal,SEN,36.2279815673828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Serbia,SRB,91.4276275634766
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Seychelles,SYC,74.6885528564453
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sierra Leone,SLE,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Singapore,SGP,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sint Maarten (Dutch part),SXM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Slovak Republic,SVK,92.2611236572266
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Slovenia,SVN,98.9493865966797
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Small states,SST,71.0003662109375
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Solomon Islands,SLB,48.5438995361328
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Somalia,SOM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Africa,ZAF,93.7371978759766
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Asia,SAS,58.35051
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Asia (IDA & IBRD),TSA,58.3505096435547
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Sudan,SSD,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Spain,ESP,119.115951538086
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sri Lanka,LKA,96.8613967895508
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Kitts and Nevis,KNA,106.263870239258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Lucia,LCA,93.8202896118164
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Martin (French part),MAF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Vincent and the Grenadines,VCT,108.037071228027
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sub-Saharan Africa,SSF,39.6944999694824
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sub-Saharan Africa (excluding high income),SSA,39.691478729248
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sub-Saharan Africa (IDA & IBRD countries),TSS,39.6944999694824
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sudan,SDN,42.5222396850586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Suriname,SUR,71.4495315551758
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sweden,SWE,98.1203079223633
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Switzerland,CHE,96.1102294921875
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Syrian Arab Republic,SYR,72.1764984130859
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tajikistan,TJK,84.7341537475586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tanzania,TZA,31.6497497558594
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Thailand,THA,82.4288482666016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Timor-Leste,TLS,62.3899688720703
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Togo,TGO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tonga,TON,103.647331237793
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Trinidad and Tobago,TTO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tunisia,TUN,90.1861877441406
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turkiye,TUR,84.2830276489258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turkmenistan,TKM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turks and Caicos Islands,TCA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tuvalu,TUV,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uganda,UGA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ukraine,UKR,95.5757827758789
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United Arab Emirates,ARE,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United Kingdom,GBR,102.904678344727
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Upper middle income,UMC,88.2662506103516
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uruguay,URY,101.199348449707
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uzbekistan,UZB,89.8712615966797
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Vanuatu,VUT,59.5326995849609
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Venezuela, RB",VEN,82.7137298583984
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Vietnam,VNM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Virgin Islands (U.S.),VIR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,West Bank and Gaza,PSE,85.7375793457031
"School enrollment, secondary (% gross)",SE.SEC.ENRR,World,WLD,71.0837097167969
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Yemen, Rep.",YEM,44.0837707519531
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Zambia,ZMB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Zimbabwe,ZWE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Afghanistan,AFG,3.4794499874115
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Africa Eastern and Southern,AFE,4.49659013748169
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Africa Western and Central,AFW,3.07808995246887
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Albania,ALB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Algeria,DZA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,American Samoa,ASM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Andorra,AND,2.97662997245789
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Angola,AGO,3.42131996154785
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Antigua and Barbuda,ATG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Arab World,ARB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Argentina,ARG,5.01971006393433
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Armenia,ARM,3.24900007247925
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Aruba,ABW,6.92926979064941
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Australia,AUS,5.54303979873657
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Austria,AUT,5.70047998428345
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Azerbaijan,AZE,2.78062009811401
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Bahamas, The",BHS,2.77999997138977
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bahrain,BHR,3.19000005722046
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bangladesh,BGD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Barbados,BRB,6.0543999671936
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belarus,BLR,5.22003984451294
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belgium,BEL,6.44259023666382
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Belize,BLZ,6.71975994110107
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Benin,BEN,3.67997002601624
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bermuda,BMU,2.30668997764587
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bhutan,BTN,4.12473011016846
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bolivia,BOL,7.80999994277954
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bosnia and Herzegovina,BIH,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Botswana,BWA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brazil,BRA,5.64879989624023
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,British Virgin Islands,VGB,3.49770998954773
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brunei Darussalam,BRN,2.04661011695862
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bulgaria,BGR,3.85796999931335
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burkina Faso,BFA,3.50222992897034
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Burundi,BDI,6.77524995803833
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cabo Verde,CPV,5.56728982925415
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cambodia,KHM,1.53378999233246
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cameroon,CMR,2.84803009033203
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Canada,CAN,5.356369972229
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Caribbean small states,CSS,6.37060022354126
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cayman Islands,CYM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Central African Republic,CAF,1.11760997772217
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Central Europe and the Baltics,CEB,4.72175979614258
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chad,TCD,1.98194003105164
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Channel Islands,CHI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Chile,CHL,4.16208982467651
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,China,CHN,3.75
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Colombia,COL,4.83382987976074
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Comoros,COM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Dem. Rep.",COD,1.5249799489975
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Congo, Rep.",COG,5.6867299079895
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Costa Rica,CRI,6.56574010848999
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cote d'Ivoire,CIV,3.24651002883911
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Croatia,HRV,4.19863986968994
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cuba,CUB,12.8373098373413
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Curacao,CUW,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Cyprus,CYP,6.542799949646
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Czech Republic,CZE,4.03350019454956
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Denmark,DNK,8.55955028533936
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Djibouti,DJI,4.49022006988525
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominica,DMA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Dominican Republic,DOM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Early-demographic dividend,EAR,3.70918011665344
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific,EAS,3.51003003120422
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific (excluding high income),EAP,3.5084400177002
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,3.5084400177002
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ecuador,ECU,4.50743007659912
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Egypt, Arab Rep.",EGY,3.54264998435974
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,El Salvador,SLV,4.04807996749878
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Equatorial Guinea,GNQ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eritrea,ERI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Estonia,EST,5.51778984069824
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Eswatini,SWZ,6.11837005615234
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ethiopia,ETH,4.49659013748169
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Euro area,EMU,5.48908996582031
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia,ECS,5.14153003692627
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia (excluding high income),ECA,4.00675010681152
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,4.10269498825073
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,European Union,EUU,5.29786014556885
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Faroe Islands,FRO,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Fiji,FJI,4.82435989379883
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Finland,FIN,6.50444984436035
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Fragile and conflict affected situations,FCS,3.34388995170593
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,France,FRA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,French Polynesia,PYF,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gabon,GAB,3.07808995246887
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Gambia, The",GMB,2.56322002410889
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Georgia,GEO,2.80364990234375
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Germany,DEU,4.94367980957031
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ghana,GHA,5.54059982299805
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Gibraltar,GIB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greece,GRC,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Greenland,GRL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Grenada,GRD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guam,GUM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guatemala,GTM,2.8486499786377
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea,GIN,2.55118989944458
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guinea-Bissau,GNB,1.86082005500793
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Guyana,GUY,2.40938997268677
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Haiti,HTI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Heavily indebted poor countries (HIPC),HPC,3.52101492881775
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,High income,HIC,5.0630202293396
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Honduras,HND,6.80000019073486
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Hong Kong SAR, China",HKG,3.51003003120422
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Hungary,HUN,4.72175979614258
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IBRD only,IBD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iceland,ISL,6.9442400932312
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA & IBRD total,IBT,3.68998503684998
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA blend,IDB,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA only,IDX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,IDA total,IDA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,India,IND,3.377690076828
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Indonesia,IDN,2.81227993965149
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Iran, Islamic Rep.",IRN,3.70918011665344
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Iraq,IRQ,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Ireland,IRL,6.05136013031006
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Isle of Man,IMN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Israel,ISR,5.51981019973755
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Italy,ITA,4.33411979675293
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jamaica,JAM,6.37060022354126
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Japan,JPN,3.59951996803284
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Jordan,JOR,3.09999990463257
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kazakhstan,KAZ,3.46226000785828
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kenya,KEN,4.81548976898193
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kiribati,KIR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Korea, Rep.",KOR,2.83999991416931
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kosovo,XKX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kuwait,KWT,3.5699999332428
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Kyrgyz Republic,KGZ,5.81883001327515
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lao PDR,LAO,1.70978999137878
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Late-demographic dividend,LTE,4.59238004684449
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean,LCN,4.92676997184754
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & Caribbean (excluding high income),LAC,5.01971006393433
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.83382987976074
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Latvia,LVA,5.03881978988647
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Least developed countries: UN classification,LDC,3.42131996154785
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lebanon,LBN,1.61330997943878
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lesotho,LSO,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liberia,LBR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Libya,LBY,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Liechtenstein,LIE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lithuania,LTU,5.29786014556885
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low & middle income,LMY,3.68998503684998
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Low income,LIC,3.04694497585296
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Lower middle income,LMC,4.00675010681152
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Luxembourg,LUX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Macao SAR, China",MAC,2.61848998069763
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Madagascar,MDG,2.75
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malawi,MWI,3.53979992866516
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malaysia,MYS,4.96645021438599
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Maldives,MDV,3.63328003883362
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mali,MLI,3.34388995170593
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Malta,MLT,6.25004005432129
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Marshall Islands,MHL,20.5900001525879
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritania,MRT,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mauritius,MUS,3.55147004127502
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mexico,MEX,5.15922021865845
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa,MEA,3.63959002494812
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (excluding high income),MNA,3.62591505050659
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Middle income,MIC,4.02741503715515
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Moldova,MDA,7.5922999382019
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Monaco,MCO,1.31735002994537
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mongolia,MNG,4.64510011672974
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Montenegro,MNE,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Morocco,MAR,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Mozambique,MOZ,5.95292997360229
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Myanmar,MMR,0.899999976158142
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Namibia,NAM,8.24330043792725
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nauru,NRU,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nepal,NPL,3.63172006607056
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Netherlands,NLD,5.48908996582031
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,New Caledonia,NCL,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,New Zealand,NZL,7.00039005279541
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nicaragua,NIC,4.48424005508423
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Niger,NER,2.7219500541687
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Nigeria,NGA,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,North America,NAC,5.356369972229
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,North Macedonia,MKD,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Northern Mariana Islands,MNP,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Norway,NOR,6.74633979797363
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Not classified,INX,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,OECD members,OED,5.38442993164063
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Oman,OMN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Other small states,OSS,4.53965997695923
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Pacific island small states,PSS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Pakistan,PAK,2.28687000274658
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Palau,PLW,7.76000022888184
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Panama,PAN,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Papua New Guinea,PNG,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Paraguay,PRY,2.7707200050354
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Peru,PER,2.86730003356934
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Philippines,PHL,2.30999994277954
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Poland,POL,5.0630202293396
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Portugal,PRT,5.41248989105225
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Post-demographic dividend,PST,5.356369972229
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Pre-demographic dividend,PRE,3.42131996154785
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Puerto Rico,PRI,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Qatar,QAT,4.53965997695923
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Romania,ROU,3.49360990524292
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Russian Federation,RUS,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Rwanda,RWA,4.63384008407593
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Samoa,WSM,5.84999990463257
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,San Marino,SMR,2.62883996963501
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Sao Tome and Principe,STP,9.65147018432617
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Saudi Arabia,SAU,..
